cust_id,age,gender,category,purchase_amount,rating,discount,subscribed,payment_method,cluster
949,49,Male,Jewelry & Accessories,90.0,4.9,1,1,Other,2
950,33,Male,Clothing,36.0,3.4,1,1,Other,2
951,54,Male,Jewelry & Accessories,37.0,4.1,1,1,PayPal,2
952,47,Male,Clothing,51.0,2.9,1,1,Other,2
953,36,Male,Jewelry & Accessories,71.0,3.1,1,1,PayPal,2
954,68,Male,Jewelry & Accessories,50.0,3.6,1,1,Other,2
955,60,Male,Jewelry & Accessories,74.0,3.5,1,1,Credit Card,2
956,55,Male,Clothing,75.0,3.4,1,1,PayPal,2
957,29,Male,Clothing,99.0,2.9,1,1,Debit Card,2
958,38,Male,Jewelry & Accessories,23.0,4.7,1,1,Cash,2
959,70,Male,Clothing,53.0,4.4,1,1,Credit Card,2
960,36,Male,Clothing,99.0,2.6,1,1,Cash,2
961,18,Male,Jewelry & Accessories,48.0,4.4,1,1,Other,2
962,62,Male,Clothing,72.0,3.7,1,1,Debit Card,2
963,29,Male,Jewelry & Accessories,64.0,4.4,1,1,Debit Card,2
964,21,Male,Clothing,63.0,2.5,1,1,Credit Card,2
965,42,Male,Clothing,51.0,2.6,1,1,Other,2
966,43,Male,Clothing,55.0,5.0,1,1,Credit Card,2
967,58,Male,Clothing,55.0,4.9,1,1,Cash,2
968,27,Male,Clothing,26.0,3.7,1,1,Cash,2
969,57,Male,Clothing,67.0,3.1,1,1,Other,2
970,40,Male,Clothing,31.0,3.2,1,1,PayPal,2
971,45,Male,Clothing,66.0,4.4,1,1,Cash,2
972,47,Male,Jewelry & Accessories,67.0,4.3,1,1,Credit Card,2
973,61,Male,Clothing,61.0,3.0,1,1,Credit Card,2
974,60,Male,Clothing,75.0,3.5,1,1,Other,2
975,69,Male,Clothing,90.0,3.6,1,1,Other,2
976,58,Male,Clothing,40.0,3.8,1,1,Other,2
977,34,Male,Clothing,90.0,3.6,1,1,Credit Card,2
978,20,Male,Jewelry & Accessories,20.0,4.6,1,1,Cash,2
979,56,Male,Jewelry & Accessories,40.0,2.5,1,1,Credit Card,2
980,64,Male,Jewelry & Accessories,33.0,3.5,1,1,Debit Card,2
981,56,Male,Clothing,98.0,4.0,1,1,PayPal,2
982,27,Male,Jewelry & Accessories,42.0,3.5,1,1,Credit Card,2
983,35,Male,Clothing,62.0,3.2,1,1,PayPal,2
984,24,Male,Jewelry & Accessories,45.0,3.5,1,1,Other,2
985,26,Male,Clothing,78.0,3.4,1,1,Credit Card,2
986,32,Male,Jewelry & Accessories,80.0,5.0,1,1,Other,2
987,54,Male,Jewelry & Accessories,96.0,4.5,1,1,Other,2
988,62,Male,Jewelry & Accessories,47.0,2.8,1,1,PayPal,2
989,50,Male,Clothing,84.0,4.9,1,1,PayPal,2
990,70,Male,Clothing,31.0,3.1,1,1,Other,2
991,48,Male,Jewelry & Accessories,63.0,4.8,1,1,Cash,2
992,20,Male,Clothing,97.0,2.7,1,1,Other,2
993,46,Male,Clothing,99.0,4.6,1,1,Debit Card,2
994,51,Male,Clothing,90.0,4.4,1,1,Cash,2
995,53,Male,Clothing,68.0,3.2,1,1,Debit Card,2
996,44,Male,Jewelry & Accessories,80.0,3.0,1,1,Other,2
997,29,Male,Clothing,91.0,4.9,1,1,Other,2
998,64,Male,Clothing,30.0,3.6,1,1,Cash,2
999,51,Male,Clothing,90.0,3.8,1,1,Other,2
1000,50,Male,Clothing,28.0,2.9,1,1,Debit Card,2
1001,43,Male,Clothing,46.0,3.9,1,1,Other,2
1002,61,Male,Clothing,60.0,3.6,1,1,Debit Card,2
1003,55,Male,Clothing,59.0,3.5,1,1,Other,2
1004,56,Male,Jewelry & Accessories,68.0,4.0,1,1,Cash,2
1005,33,Male,Jewelry & Accessories,79.0,4.8,1,1,Cash,2
1006,43,Male,Jewelry & Accessories,94.0,3.9,1,1,Debit Card,2
1007,21,Male,Clothing,83.0,4.5,1,1,Other,2
1008,58,Male,Jewelry & Accessories,62.0,4.8,1,1,Credit Card,2
1009,41,Male,Jewelry & Accessories,85.0,2.6,1,1,PayPal,2
1010,39,Male,Clothing,30.0,3.1,1,1,Other,2
1011,54,Male,Clothing,24.0,4.7,1,1,Credit Card,2
1012,43,Male,Jewelry & Accessories,25.0,2.9,1,1,Debit Card,2
1013,28,Male,Clothing,37.0,3.8,1,1,Credit Card,2
1014,59,Male,Jewelry & Accessories,69.0,3.8,1,1,Other,2
1015,28,Male,Clothing,97.0,3.0,1,1,Debit Card,2
1016,68,Male,Jewelry & Accessories,24.0,4.1,1,1,Cash,2
1017,20,Male,Jewelry & Accessories,30.0,3.4,1,1,Other,2
1018,21,Male,Clothing,53.0,2.5,1,1,Credit Card,2
1019,50,Male,Clothing,70.0,4.9,1,1,Cash,2
1020,32,Male,Clothing,76.0,2.8,1,1,Other,2
1021,24,Male,Jewelry & Accessories,95.0,4.5,1,1,Debit Card,2
1022,55,Male,Clothing,51.0,4.9,1,1,PayPal,2
1023,61,Male,Jewelry & Accessories,41.0,4.9,1,1,Cash,2
1024,61,Male,Jewelry & Accessories,71.0,3.5,1,1,Other,2
1025,28,Male,Clothing,66.0,3.5,1,1,Other,2
1026,60,Male,Clothing,84.0,4.9,1,1,Credit Card,2
1027,49,Male,Jewelry & Accessories,95.0,3.0,1,1,PayPal,2
1028,33,Male,Jewelry & Accessories,90.0,2.8,1,1,Cash,2
1029,45,Male,Clothing,36.0,3.7,1,1,Cash,2
1030,29,Male,Jewelry & Accessories,22.0,3.6,1,1,Other,2
1031,58,Male,Clothing,89.0,3.3,1,1,Debit Card,2
1032,22,Male,Clothing,50.0,3.4,1,1,Cash,2
1033,55,Male,Clothing,36.0,4.0,1,1,Credit Card,2
1034,19,Male,Clothing,52.0,4.6,1,1,Other,2
1035,68,Male,Clothing,29.0,4.2,1,1,Other,2
1036,61,Male,Clothing,89.0,2.8,1,1,Other,2
1037,68,Male,Jewelry & Accessories,47.0,3.7,1,1,Other,2
1038,52,Male,Jewelry & Accessories,25.0,3.4,1,1,Debit Card,2
1039,41,Male,Clothing,74.0,3.0,1,1,Other,2
1040,29,Male,Jewelry & Accessories,46.0,4.8,1,1,Other,2
1041,68,Male,Clothing,22.0,4.0,1,1,Cash,2
1042,36,Male,Clothing,25.0,4.9,1,1,Cash,2
1043,55,Male,Jewelry & Accessories,80.0,4.9,1,1,Credit Card,2
1044,28,Male,Clothing,76.0,3.3,1,1,Debit Card,2
1045,39,Male,Clothing,30.0,4.4,1,1,Other,2
1046,54,Male,Clothing,79.0,3.5,1,1,PayPal,2
1047,40,Male,Clothing,22.0,4.2,1,1,Other,2
1048,31,Male,Clothing,36.0,4.2,1,1,Credit Card,2
1049,30,Male,Clothing,77.0,2.7,1,1,Other,2
1050,45,Male,Jewelry & Accessories,33.0,2.8,1,1,Cash,2
1051,48,Male,Clothing,64.0,3.8,1,1,Other,2
1052,45,Male,Clothing,53.0,2.6,1,1,PayPal,2
1053,60,Male,Clothing,36.0,3.0,1,1,Credit Card,2
1054,59,Male,Clothing,70.0,3.3,1,0,Debit Card,2
1055,18,Male,Clothing,96.0,4.9,1,0,PayPal,2
1056,70,Male,Clothing,27.0,3.3,1,0,Debit Card,2
1057,20,Male,Clothing,64.0,2.9,1,0,Other,2
1058,65,Male,Clothing,23.0,4.4,1,0,Credit Card,2
1059,29,Male,Jewelry & Accessories,33.0,3.1,1,0,Other,2
1060,22,Male,Clothing,34.0,2.5,1,0,Debit Card,2
1061,27,Male,Clothing,35.0,2.6,1,0,Debit Card,2
1062,36,Male,Clothing,62.0,4.4,1,0,Other,2
1063,59,Male,Clothing,75.0,2.6,1,0,Debit Card,2
1064,62,Male,Clothing,29.0,3.3,1,0,Cash,2
1065,34,Male,Jewelry & Accessories,28.0,3.5,1,0,Credit Card,2
1066,59,Male,Clothing,20.0,4.1,1,0,PayPal,2
1067,49,Male,Clothing,96.0,4.0,1,0,PayPal,2
1068,18,Male,Clothing,43.0,2.7,1,0,PayPal,2
1069,55,Male,Clothing,94.0,2.5,1,0,Credit Card,2
1070,38,Male,Clothing,81.0,4.3,1,0,Other,2
1071,50,Male,Jewelry & Accessories,75.0,3.3,1,0,Debit Card,2
1072,61,Male,Jewelry & Accessories,81.0,2.6,1,0,Credit Card,2
1073,48,Male,Clothing,92.0,3.5,1,0,Debit Card,2
1074,22,Male,Jewelry & Accessories,96.0,4.0,1,0,Credit Card,2
1075,48,Male,Jewelry & Accessories,71.0,2.6,1,0,Other,2
1076,57,Male,Jewelry & Accessories,50.0,4.9,1,0,Debit Card,2
1077,33,Male,Clothing,72.0,2.9,1,0,Other,2
1078,58,Male,Clothing,28.0,3.7,1,0,PayPal,2
1079,37,Male,Clothing,59.0,4.4,1,0,Credit Card,2
1080,18,Male,Clothing,33.0,4.4,1,0,Other,2
1081,65,Male,Jewelry & Accessories,59.0,3.8,1,0,Cash,2
1082,62,Male,Jewelry & Accessories,30.0,4.5,1,0,Credit Card,2
1083,54,Male,Jewelry & Accessories,85.0,2.6,1,0,Other,2
1084,35,Male,Jewelry & Accessories,97.0,3.3,1,0,Cash,2
1085,34,Male,Clothing,36.0,4.1,1,0,Cash,2
1086,25,Male,Jewelry & Accessories,85.0,3.0,1,0,Other,2
1087,53,Male,Jewelry & Accessories,62.0,3.0,1,0,PayPal,2
1088,45,Male,Clothing,71.0,3.4,1,0,Other,2
1089,49,Male,Clothing,21.0,2.7,1,0,PayPal,2
1090,40,Male,Jewelry & Accessories,61.0,3.8,1,0,PayPal,2
1091,38,Male,Jewelry & Accessories,58.0,4.2,1,0,Cash,2
1092,44,Male,Clothing,80.0,4.7,1,0,Credit Card,2
1093,68,Male,Jewelry & Accessories,50.0,4.1,1,0,Other,2
1094,60,Male,Clothing,48.0,4.2,1,0,Other,2
1095,25,Male,Jewelry & Accessories,40.0,4.8,1,0,Cash,2
1096,19,Male,Clothing,34.0,3.0,1,0,Other,2
1097,57,Male,Clothing,46.0,2.6,1,0,Credit Card,2
1098,58,Male,Jewelry & Accessories,27.0,3.2,1,0,Other,2
1099,49,Male,Jewelry & Accessories,98.0,3.6,1,0,Credit Card,2
1100,19,Male,Clothing,73.0,2.6,1,0,Other,2
1101,50,Male,Clothing,28.0,4.4,1,0,Credit Card,2
1102,30,Male,Jewelry & Accessories,76.0,3.0,1,0,Cash,2
1103,52,Male,Clothing,83.0,2.9,1,0,Cash,2
1104,35,Male,Clothing,23.0,4.3,1,0,Debit Card,2
1105,35,Male,Jewelry & Accessories,28.0,3.1,1,0,Other,2
1106,33,Male,Clothing,83.0,3.0,1,0,Other,2
1107,52,Male,Clothing,96.0,3.6,1,0,Other,2
1108,69,Male,Clothing,62.0,2.8,1,0,Other,2
1109,27,Male,Clothing,25.0,2.8,1,0,Cash,2
1110,66,Male,Clothing,97.0,4.9,1,0,Other,2
1111,28,Male,Clothing,61.0,3.0,1,0,Cash,2
1112,22,Male,Clothing,66.0,4.1,1,0,Credit Card,2
1113,69,Male,Clothing,67.0,4.6,1,0,PayPal,2
1114,28,Male,Jewelry & Accessories,80.0,4.8,1,0,PayPal,2
1115,55,Male,Clothing,25.0,2.6,1,0,Other,2
1116,30,Male,Jewelry & Accessories,58.0,4.0,1,0,Cash,2
1117,67,Male,Jewelry & Accessories,96.0,4.2,1,0,PayPal,2
1118,25,Male,Jewelry & Accessories,77.0,4.5,1,0,Credit Card,2
1119,49,Male,Jewelry & Accessories,65.0,4.9,1,0,PayPal,2
1120,34,Male,Jewelry & Accessories,36.0,3.1,1,0,Credit Card,2
1121,22,Male,Clothing,84.0,4.0,1,0,Debit Card,2
1122,63,Male,Clothing,58.0,3.2,1,0,Cash,2
1123,70,Male,Jewelry & Accessories,62.0,4.3,1,0,Credit Card,2
1124,36,Male,Jewelry & Accessories,67.0,2.5,1,0,Cash,2
1125,42,Male,Clothing,20.0,4.9,1,0,Cash,2
1126,27,Male,Clothing,90.0,2.7,1,0,Other,2
1127,23,Male,Jewelry & Accessories,58.0,3.4,1,0,Other,2
1128,50,Male,Clothing,53.0,4.8,1,0,Debit Card,2
1129,56,Male,Jewelry & Accessories,30.0,4.7,1,0,Debit Card,2
1130,37,Male,Clothing,65.0,4.7,1,0,Other,2
1131,67,Male,Jewelry & Accessories,41.0,3.9,1,0,PayPal,2
1132,67,Male,Clothing,73.0,3.7,1,0,Other,2
1133,50,Male,Clothing,98.0,4.3,1,0,Cash,2
1134,36,Male,Clothing,36.0,4.1,1,0,Cash,2
1135,62,Male,Clothing,81.0,4.6,1,0,Other,2
1136,65,Male,Clothing,90.0,3.6,1,0,Other,2
1137,23,Male,Jewelry & Accessories,83.0,4.8,1,0,Cash,2
1138,46,Male,Clothing,91.0,2.8,1,0,Other,2
1139,18,Male,Clothing,36.0,4.7,1,0,Other,2
1140,58,Male,Clothing,53.0,3.9,1,0,Debit Card,2
1141,31,Male,Clothing,39.0,2.6,1,0,Credit Card,2
1142,39,Male,Jewelry & Accessories,33.0,4.7,1,0,PayPal,2
1143,69,Male,Clothing,76.0,3.5,1,0,Other,2
1144,68,Male,Clothing,23.0,4.4,1,0,PayPal,2
1145,41,Male,Clothing,54.0,4.4,1,0,Other,2
1146,31,Male,Clothing,89.0,3.0,1,0,Cash,2
1147,48,Male,Clothing,38.0,4.2,1,0,Other,2
1148,59,Male,Jewelry & Accessories,36.0,4.3,1,0,Debit Card,2
1149,34,Male,Clothing,66.0,2.6,1,0,PayPal,2
1150,21,Male,Jewelry & Accessories,42.0,3.3,1,0,Other,2
1151,29,Male,Jewelry & Accessories,36.0,2.7,1,0,Other,2
1152,41,Male,Clothing,86.0,4.2,1,0,Credit Card,2
1153,62,Male,Jewelry & Accessories,49.0,4.0,1,0,PayPal,2
1154,27,Male,Clothing,41.0,4.0,1,0,Other,2
1155,49,Male,Clothing,82.0,2.9,1,0,Credit Card,2
1156,67,Male,Clothing,53.0,2.6,1,0,PayPal,2
1157,20,Male,Clothing,21.0,4.8,1,0,Other,2
1158,37,Male,Jewelry & Accessories,66.0,4.4,1,0,Cash,2
1159,69,Male,Jewelry & Accessories,89.0,4.0,1,0,Other,2
1160,66,Male,Jewelry & Accessories,55.0,3.6,1,0,Other,2
1161,37,Male,Jewelry & Accessories,42.0,3.2,1,0,Other,2
1162,63,Male,Clothing,52.0,3.1,1,0,PayPal,2
1163,47,Male,Clothing,92.0,4.2,1,0,PayPal,2
1164,26,Male,Clothing,56.0,3.0,1,0,Debit Card,2
1165,68,Male,Clothing,96.0,4.2,1,0,PayPal,2
1166,51,Male,Clothing,64.0,2.9,1,0,Other,2
1167,48,Male,Clothing,48.0,3.7,1,0,Other,2
1168,60,Male,Clothing,83.0,3.6,1,0,PayPal,2
1169,68,Male,Jewelry & Accessories,91.0,3.6,1,0,Debit Card,2
1170,25,Male,Jewelry & Accessories,94.0,4.5,1,0,Cash,2
1171,57,Male,Clothing,62.0,3.2,1,0,Cash,2
1172,41,Male,Clothing,55.0,3.9,1,0,Debit Card,2
1173,59,Male,Clothing,68.0,4.6,1,0,Other,2
1174,44,Male,Jewelry & Accessories,76.0,2.5,1,0,Cash,2
1175,42,Male,Jewelry & Accessories,31.0,4.3,1,0,Other,2
1176,35,Male,Jewelry & Accessories,81.0,4.1,1,0,PayPal,2
1177,36,Male,Clothing,83.0,4.6,1,0,PayPal,2
1178,54,Male,Clothing,21.0,4.8,1,0,Debit Card,2
1179,37,Male,Clothing,22.0,4.9,1,0,Debit Card,2
1180,20,Male,Clothing,33.0,2.8,1,0,Other,2
1181,23,Male,Clothing,23.0,4.9,1,0,Cash,2
1182,61,Male,Clothing,96.0,3.5,1,0,Other,2
1183,37,Male,Jewelry & Accessories,21.0,3.8,1,0,PayPal,2
1184,23,Male,Clothing,39.0,4.5,1,0,Credit Card,2
1185,63,Male,Jewelry & Accessories,73.0,3.4,1,0,Credit Card,2
1186,47,Male,Clothing,64.0,3.9,1,0,Credit Card,2
1187,63,Male,Clothing,68.0,4.1,1,0,Credit Card,2
1188,56,Male,Jewelry & Accessories,89.0,3.0,1,0,Credit Card,2
1189,68,Male,Clothing,29.0,3.3,1,0,Credit Card,2
1190,64,Male,Clothing,97.0,4.9,1,0,Debit Card,2
1191,62,Male,Clothing,45.0,4.3,1,0,Credit Card,2
1192,34,Male,Clothing,70.0,4.1,1,0,Other,2
1193,49,Male,Clothing,56.0,4.0,1,0,Other,2
1194,40,Male,Clothing,55.0,5.0,1,0,Credit Card,2
1195,50,Male,Clothing,46.0,3.1,1,0,Credit Card,2
1196,25,Male,Jewelry & Accessories,95.0,4.0,1,0,Other,2
1197,30,Male,Jewelry & Accessories,88.0,3.2,1,0,Other,2
1198,54,Male,Clothing,92.0,3.9,1,0,PayPal,2
1199,40,Male,Clothing,49.0,3.9,1,0,Cash,2
1200,49,Male,Clothing,89.0,4.5,1,0,Debit Card,2
1201,27,Male,Clothing,22.0,4.4,1,0,PayPal,2
1202,27,Male,Clothing,61.0,3.1,1,0,Other,2
1203,48,Male,Jewelry & Accessories,29.0,2.9,1,0,Other,2
1204,40,Male,Clothing,82.0,3.7,1,0,Other,2
1205,67,Male,Jewelry & Accessories,94.0,3.2,1,0,Credit Card,2
1206,52,Male,Jewelry & Accessories,99.0,3.5,1,0,Other,2
1207,22,Male,Jewelry & Accessories,59.0,3.0,1,0,Other,2
1208,62,Male,Clothing,90.0,4.1,1,0,Credit Card,2
1209,20,Male,Clothing,100.0,2.9,1,0,Debit Card,2
1210,41,Male,Clothing,62.0,3.8,1,0,Other,2
1211,34,Male,Jewelry & Accessories,78.0,4.1,1,0,Cash,2
1212,23,Male,Clothing,94.0,4.6,1,0,Other,2
1213,32,Male,Clothing,74.0,2.5,1,0,Credit Card,2
1214,68,Male,Jewelry & Accessories,52.0,3.7,1,0,Debit Card,2
1215,30,Male,Clothing,81.0,3.8,1,0,Cash,2
1216,66,Male,Clothing,20.0,2.6,1,0,Credit Card,2
1217,62,Male,Clothing,32.0,3.7,1,0,Other,2
1218,50,Male,Clothing,63.0,2.6,1,0,Cash,2
1219,55,Male,Clothing,79.0,3.1,1,0,Cash,2
1220,19,Male,Clothing,23.0,2.5,1,0,Credit Card,2
1221,67,Male,Jewelry & Accessories,64.0,4.9,1,0,Other,2
1222,18,Male,Clothing,69.0,4.5,1,0,Cash,2
1223,58,Male,Clothing,69.0,3.4,1,0,Other,2
1224,69,Male,Clothing,24.0,3.9,1,0,Other,2
1225,62,Male,Clothing,50.0,3.7,1,0,Other,2
1226,28,Male,Jewelry & Accessories,97.0,2.6,1,0,Debit Card,2
1227,53,Male,Clothing,91.0,3.4,1,0,Other,2
1228,27,Male,Clothing,37.0,4.9,1,0,Other,2
1229,55,Male,Clothing,55.0,3.9,1,0,Cash,2
1230,34,Male,Jewelry & Accessories,52.0,3.6,1,0,Other,2
1231,25,Male,Jewelry & Accessories,80.0,4.6,1,0,Other,2
1232,66,Male,Clothing,79.0,4.0,1,0,Credit Card,2
1233,57,Male,Jewelry & Accessories,23.0,3.6,1,0,Debit Card,2
1234,46,Male,Clothing,73.0,3.5,1,0,Other,2
1235,38,Male,Jewelry & Accessories,99.0,4.1,1,0,Other,2
1236,23,Male,Clothing,22.0,3.0,1,0,PayPal,2
1237,42,Male,Jewelry & Accessories,68.0,4.4,1,0,Debit Card,2
1238,25,Male,Clothing,92.0,4.4,1,0,Credit Card,2
1239,55,Male,Clothing,77.0,3.7,1,0,Other,2
1240,62,Male,Clothing,37.0,4.8,1,0,Debit Card,2
1241,41,Male,Jewelry & Accessories,79.0,2.9,1,0,Debit Card,2
1242,58,Male,Clothing,51.0,3.1,1,0,Credit Card,2
1243,56,Male,Clothing,27.0,4.0,1,0,Other,2
1244,25,Male,Clothing,23.0,3.0,1,0,Debit Card,2
1245,70,Male,Clothing,76.0,3.9,1,0,Cash,2
1246,42,Male,Clothing,31.0,3.4,1,0,Other,2
1247,27,Male,Clothing,60.0,2.7,1,0,Cash,2
1248,65,Male,Clothing,99.0,3.5,1,0,Other,2
1249,62,Male,Jewelry & Accessories,37.0,3.0,1,0,Credit Card,2
1250,62,Male,Clothing,50.0,4.5,1,0,Other,2
1251,52,Male,Clothing,26.0,4.1,1,0,Cash,2
1252,56,Male,Clothing,86.0,5.0,1,0,Credit Card,2
1253,28,Male,Clothing,41.0,4.0,1,0,Cash,2
1254,39,Male,Clothing,23.0,4.9,1,0,PayPal,2
1255,54,Male,Clothing,56.0,3.3,1,0,Credit Card,2
1256,30,Male,Jewelry & Accessories,68.0,4.1,1,0,Cash,2
1257,45,Male,Clothing,48.0,3.6,1,0,Cash,2
1258,68,Male,Clothing,67.0,3.0,1,0,Cash,2
1259,47,Male,Clothing,87.0,4.1,1,0,Debit Card,2
1260,68,Male,Clothing,64.0,3.9,1,0,Credit Card,2
1261,63,Male,Clothing,93.0,4.1,1,0,Debit Card,2
1262,20,Male,Clothing,29.0,2.8,1,0,Credit Card,2
1263,29,Male,Clothing,62.0,4.8,1,0,Other,2
1264,41,Male,Clothing,70.0,4.6,1,0,Credit Card,2
1265,52,Male,Clothing,92.0,2.5,1,0,Other,2
1266,32,Male,Clothing,79.0,2.7,1,0,Other,2
1267,20,Male,Clothing,31.0,4.0,1,0,Debit Card,2
1268,47,Male,Clothing,83.0,2.7,1,0,Cash,2
1269,23,Male,Clothing,88.0,2.9,1,0,Debit Card,2
1270,43,Male,Jewelry & Accessories,53.0,3.0,1,0,PayPal,2
1271,67,Male,Clothing,98.0,3.3,1,0,Cash,2
1272,70,Male,Jewelry & Accessories,57.0,4.3,1,0,PayPal,2
1273,35,Male,Clothing,80.0,4.4,1,0,Other,2
1274,41,Male,Clothing,29.0,4.1,1,0,Credit Card,2
1275,54,Male,Jewelry & Accessories,73.0,3.1,1,0,PayPal,2
1276,55,Male,Clothing,32.0,4.5,1,0,PayPal,2
1277,51,Male,Clothing,68.0,4.8,1,0,Other,2
1278,19,Male,Clothing,97.0,5.0,1,0,Other,2
1279,28,Male,Clothing,98.0,2.8,1,0,Other,2
1280,63,Male,Clothing,56.0,3.7,1,0,Debit Card,2
1281,30,Male,Clothing,78.0,4.4,1,0,Other,2
1282,29,Male,Jewelry & Accessories,81.0,4.5,1,0,Other,2
1283,24,Male,Clothing,68.0,3.0,1,0,Other,2
1284,69,Male,Clothing,94.0,3.9,1,0,Debit Card,2
1285,65,Male,Clothing,93.0,3.9,1,0,PayPal,2
1286,64,Male,Jewelry & Accessories,99.0,3.5,1,0,Other,2
1287,40,Male,Jewelry & Accessories,49.0,4.9,1,0,Debit Card,2
1288,24,Male,Clothing,28.0,3.4,1,0,PayPal,2
1289,66,Male,Jewelry & Accessories,93.0,4.1,1,0,PayPal,2
1290,35,Male,Clothing,24.0,2.9,1,0,PayPal,2
1291,67,Male,Clothing,35.0,3.4,1,0,PayPal,2
1292,69,Male,Clothing,68.0,3.2,1,0,Debit Card,2
1293,26,Male,Jewelry & Accessories,61.0,3.9,1,0,Other,2
1294,23,Male,Clothing,74.0,4.1,1,0,Debit Card,2
1295,27,Male,Clothing,64.0,4.5,1,0,Cash,2
1296,30,Male,Clothing,60.0,2.8,1,0,PayPal,2
1297,48,Male,Clothing,29.0,2.8,1,0,Cash,2
1298,44,Male,Clothing,85.0,4.6,1,0,Other,2
1299,29,Male,Clothing,81.0,3.0,1,0,Other,2
1300,29,Male,Jewelry & Accessories,23.0,3.6,1,0,Other,2
1301,67,Male,Clothing,100.0,4.5,1,0,Credit Card,2
1302,42,Male,Clothing,54.0,5.0,1,0,Debit Card,2
1303,23,Male,Clothing,25.0,2.9,1,0,Credit Card,2
1304,34,Male,Clothing,32.0,3.1,1,0,Credit Card,2
1305,64,Male,Jewelry & Accessories,63.0,4.0,1,0,PayPal,2
1306,31,Male,Clothing,56.0,4.5,1,0,PayPal,2
1307,54,Male,Clothing,33.0,4.5,1,0,PayPal,2
1308,23,Male,Clothing,32.0,3.1,1,0,PayPal,2
1309,59,Male,Clothing,38.0,4.4,1,0,Credit Card,2
1310,32,Male,Clothing,21.0,4.7,1,0,Cash,2
1311,43,Male,Clothing,59.0,3.1,1,0,Credit Card,2
1312,32,Male,Clothing,87.0,4.2,1,0,Other,2
1313,66,Male,Clothing,79.0,3.0,1,0,Other,2
1314,70,Male,Clothing,28.0,2.6,1,0,Credit Card,2
1315,42,Male,Clothing,67.0,3.4,1,0,Debit Card,2
1316,56,Male,Clothing,75.0,4.2,1,0,Debit Card,2
1317,28,Male,Jewelry & Accessories,32.0,4.6,1,0,Debit Card,2
1318,28,Male,Clothing,43.0,2.8,1,0,Cash,2
1319,52,Male,Clothing,93.0,2.7,1,0,Credit Card,2
1320,65,Male,Jewelry & Accessories,24.0,4.0,1,0,Other,2
1321,56,Male,Jewelry & Accessories,31.0,3.1,1,0,Debit Card,2
1322,59,Male,Clothing,84.0,3.7,1,0,Other,2
1323,23,Male,Clothing,74.0,4.0,1,0,Other,2
1324,58,Male,Clothing,62.0,4.6,1,0,Debit Card,2
1325,39,Male,Jewelry & Accessories,77.0,3.8,1,0,Credit Card,2
1326,28,Male,Jewelry & Accessories,73.0,3.5,1,0,Cash,2
1327,40,Male,Clothing,50.0,4.6,1,0,Cash,2
1328,52,Male,Clothing,40.0,2.8,1,0,Cash,2
1329,37,Male,Clothing,97.0,3.7,1,0,Other,2
1330,70,Male,Jewelry & Accessories,63.0,3.3,1,0,PayPal,2
1331,30,Male,Jewelry & Accessories,65.0,2.9,1,0,PayPal,2
1332,38,Male,Clothing,91.0,3.2,1,0,PayPal,2
1333,66,Male,Clothing,60.0,4.3,1,0,Other,2
1334,29,Male,Clothing,69.0,2.7,1,0,Other,2
1335,46,Male,Clothing,52.0,4.2,1,0,Other,2
1336,56,Male,Clothing,49.0,4.8,1,0,Credit Card,2
1337,23,Male,Clothing,85.0,4.8,1,0,Debit Card,2
1338,37,Male,Clothing,86.0,3.4,1,0,Credit Card,2
1339,56,Male,Jewelry & Accessories,51.0,2.6,1,0,PayPal,2
1340,36,Male,Jewelry & Accessories,56.0,5.0,1,0,Other,2
1341,40,Male,Jewelry & Accessories,72.0,4.4,1,0,Debit Card,2
1342,26,Male,Clothing,27.0,2.9,1,0,Other,2
1343,57,Male,Jewelry & Accessories,43.0,3.4,1,0,Other,2
1344,68,Male,Clothing,56.0,3.4,1,0,Other,2
1345,56,Male,Clothing,37.0,4.9,1,0,Cash,2
1346,40,Male,Clothing,21.0,3.6,1,0,Other,2
1347,44,Male,Clothing,91.0,3.0,1,0,Other,2
1348,44,Male,Clothing,95.0,3.9,1,0,Other,2
1349,19,Male,Jewelry & Accessories,54.0,3.2,1,0,Credit Card,2
1350,21,Male,Clothing,36.0,3.2,1,0,Cash,2
1351,31,Male,Jewelry & Accessories,71.0,4.3,1,0,Cash,2
1352,30,Male,Clothing,31.0,2.8,1,0,Other,2
1353,65,Male,Jewelry & Accessories,89.0,4.5,1,0,Credit Card,2
1354,39,Male,Clothing,83.0,4.1,1,0,Cash,2
1355,64,Male,Jewelry & Accessories,42.0,3.6,1,0,Other,2
1356,59,Male,Clothing,91.0,3.0,1,0,PayPal,2
1357,49,Male,Clothing,61.0,4.0,1,0,Other,2
1358,24,Male,Jewelry & Accessories,66.0,3.5,1,0,Cash,2
1359,19,Male,Jewelry & Accessories,22.0,2.5,1,0,Other,2
1360,27,Male,Clothing,68.0,4.3,1,0,Other,2
1361,56,Male,Clothing,43.0,2.8,1,0,Other,2
1362,49,Male,Clothing,32.0,3.7,1,0,Debit Card,2
1363,41,Male,Clothing,46.0,4.3,1,0,Cash,2
1364,36,Male,Clothing,90.0,4.0,1,0,PayPal,2
1365,68,Male,Jewelry & Accessories,75.0,4.7,1,0,Cash,2
1366,28,Male,Jewelry & Accessories,69.0,4.5,1,0,Other,2
1367,45,Male,Jewelry & Accessories,40.0,3.1,1,0,Credit Card,2
